center,left,right,angle,a,b,velocity
IMG\center_2018_07_16_17_11_54_719.jpg,IMG\left_2018_07_16_17_11_54_719.jpg,IMG\right_2018_07_16_17_11_54_719.jpg,0.0,1.0,0.0,30.19051
IMG\center_2018_07_16_17_11_54_792.jpg,IMG\left_2018_07_16_17_11_54_792.jpg,IMG\right_2018_07_16_17_11_54_792.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_54_862.jpg,IMG\left_2018_07_16_17_11_54_862.jpg,IMG\right_2018_07_16_17_11_54_862.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_54_934.jpg,IMG\left_2018_07_16_17_11_54_934.jpg,IMG\right_2018_07_16_17_11_54_934.jpg,0.0,1.0,0.0,30.19036
IMG\center_2018_07_16_17_11_55_003.jpg,IMG\left_2018_07_16_17_11_55_003.jpg,IMG\right_2018_07_16_17_11_55_003.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_11_55_070.jpg,IMG\left_2018_07_16_17_11_55_070.jpg,IMG\right_2018_07_16_17_11_55_070.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_55_140.jpg,IMG\left_2018_07_16_17_11_55_140.jpg,IMG\right_2018_07_16_17_11_55_140.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_11_55_213.jpg,IMG\left_2018_07_16_17_11_55_213.jpg,IMG\right_2018_07_16_17_11_55_213.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_55_295.jpg,IMG\left_2018_07_16_17_11_55_295.jpg,IMG\right_2018_07_16_17_11_55_295.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_11_55_362.jpg,IMG\left_2018_07_16_17_11_55_362.jpg,IMG\right_2018_07_16_17_11_55_362.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_55_435.jpg,IMG\left_2018_07_16_17_11_55_435.jpg,IMG\right_2018_07_16_17_11_55_435.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_55_503.jpg,IMG\left_2018_07_16_17_11_55_503.jpg,IMG\right_2018_07_16_17_11_55_503.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_11_55_578.jpg,IMG\left_2018_07_16_17_11_55_578.jpg,IMG\right_2018_07_16_17_11_55_578.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_55_653.jpg,IMG\left_2018_07_16_17_11_55_653.jpg,IMG\right_2018_07_16_17_11_55_653.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_11_55_720.jpg,IMG\left_2018_07_16_17_11_55_720.jpg,IMG\right_2018_07_16_17_11_55_720.jpg,-0.1,1.0,0.0,30.18768
IMG\center_2018_07_16_17_11_55_789.jpg,IMG\left_2018_07_16_17_11_55_789.jpg,IMG\right_2018_07_16_17_11_55_789.jpg,-0.3,1.0,0.0,30.16934
IMG\center_2018_07_16_17_11_55_857.jpg,IMG\left_2018_07_16_17_11_55_857.jpg,IMG\right_2018_07_16_17_11_55_857.jpg,-0.45,1.0,0.0,30.1515
IMG\center_2018_07_16_17_11_55_929.jpg,IMG\left_2018_07_16_17_11_55_929.jpg,IMG\right_2018_07_16_17_11_55_929.jpg,-0.3062583,1.0,0.0,30.18665
IMG\center_2018_07_16_17_11_56_003.jpg,IMG\left_2018_07_16_17_11_56_003.jpg,IMG\right_2018_07_16_17_11_56_003.jpg,-0.08345101,1.0,0.0,30.19061
IMG\center_2018_07_16_17_11_56_072.jpg,IMG\left_2018_07_16_17_11_56_072.jpg,IMG\right_2018_07_16_17_11_56_072.jpg,0.0,1.0,0.0,30.18768
IMG\center_2018_07_16_17_11_56_140.jpg,IMG\left_2018_07_16_17_11_56_140.jpg,IMG\right_2018_07_16_17_11_56_140.jpg,0.0,1.0,0.0,30.18954
IMG\center_2018_07_16_17_11_56_210.jpg,IMG\left_2018_07_16_17_11_56_210.jpg,IMG\right_2018_07_16_17_11_56_210.jpg,0.0,1.0,0.0,30.19019
IMG\center_2018_07_16_17_11_56_277.jpg,IMG\left_2018_07_16_17_11_56_277.jpg,IMG\right_2018_07_16_17_11_56_277.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_11_56_344.jpg,IMG\left_2018_07_16_17_11_56_344.jpg,IMG\right_2018_07_16_17_11_56_344.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_56_416.jpg,IMG\left_2018_07_16_17_11_56_416.jpg,IMG\right_2018_07_16_17_11_56_416.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_56_489.jpg,IMG\left_2018_07_16_17_11_56_489.jpg,IMG\right_2018_07_16_17_11_56_489.jpg,0.2,1.0,0.0,30.17953
IMG\center_2018_07_16_17_11_56_560.jpg,IMG\left_2018_07_16_17_11_56_560.jpg,IMG\right_2018_07_16_17_11_56_560.jpg,0.1286115,1.0,0.0,30.18921
IMG\center_2018_07_16_17_11_56_629.jpg,IMG\left_2018_07_16_17_11_56_629.jpg,IMG\right_2018_07_16_17_11_56_629.jpg,0.0,1.0,0.0,30.18964
IMG\center_2018_07_16_17_11_56_699.jpg,IMG\left_2018_07_16_17_11_56_699.jpg,IMG\right_2018_07_16_17_11_56_699.jpg,0.0,1.0,0.0,30.19005
IMG\center_2018_07_16_17_11_56_767.jpg,IMG\left_2018_07_16_17_11_56_767.jpg,IMG\right_2018_07_16_17_11_56_767.jpg,0.0,1.0,0.0,30.19026
IMG\center_2018_07_16_17_11_56_836.jpg,IMG\left_2018_07_16_17_11_56_836.jpg,IMG\right_2018_07_16_17_11_56_836.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_56_907.jpg,IMG\left_2018_07_16_17_11_56_907.jpg,IMG\right_2018_07_16_17_11_56_907.jpg,-0.08330809,1.0,0.0,30.18766
IMG\center_2018_07_16_17_11_56_974.jpg,IMG\left_2018_07_16_17_11_56_974.jpg,IMG\right_2018_07_16_17_11_56_974.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_11_57_047.jpg,IMG\left_2018_07_16_17_11_57_047.jpg,IMG\right_2018_07_16_17_11_57_047.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_57_117.jpg,IMG\left_2018_07_16_17_11_57_117.jpg,IMG\right_2018_07_16_17_11_57_117.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_11_57_188.jpg,IMG\left_2018_07_16_17_11_57_188.jpg,IMG\right_2018_07_16_17_11_57_188.jpg,0.0,1.0,0.0,30.19033
IMG\center_2018_07_16_17_11_57_256.jpg,IMG\left_2018_07_16_17_11_57_256.jpg,IMG\right_2018_07_16_17_11_57_256.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_11_57_326.jpg,IMG\left_2018_07_16_17_11_57_326.jpg,IMG\right_2018_07_16_17_11_57_326.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_57_395.jpg,IMG\left_2018_07_16_17_11_57_395.jpg,IMG\right_2018_07_16_17_11_57_395.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_57_595.jpg,IMG\left_2018_07_16_17_11_57_595.jpg,IMG\right_2018_07_16_17_11_57_595.jpg,-0.45,1.0,0.0,30.15153
IMG\center_2018_07_16_17_11_57_658.jpg,IMG\left_2018_07_16_17_11_57_658.jpg,IMG\right_2018_07_16_17_11_57_658.jpg,-0.3825336,1.0,0.0,30.17774
IMG\center_2018_07_16_17_11_57_727.jpg,IMG\left_2018_07_16_17_11_57_727.jpg,IMG\right_2018_07_16_17_11_57_727.jpg,-0.1330441,1.0,0.0,30.19267
IMG\center_2018_07_16_17_11_57_795.jpg,IMG\left_2018_07_16_17_11_57_795.jpg,IMG\right_2018_07_16_17_11_57_795.jpg,0.0,1.0,0.0,30.1855
IMG\center_2018_07_16_17_11_57_865.jpg,IMG\left_2018_07_16_17_11_57_865.jpg,IMG\right_2018_07_16_17_11_57_865.jpg,0.0,1.0,0.0,30.18953
IMG\center_2018_07_16_17_11_57_933.jpg,IMG\left_2018_07_16_17_11_57_933.jpg,IMG\right_2018_07_16_17_11_57_933.jpg,0.0,1.0,0.0,30.19012
IMG\center_2018_07_16_17_11_57_999.jpg,IMG\left_2018_07_16_17_11_57_999.jpg,IMG\right_2018_07_16_17_11_57_999.jpg,0.0,1.0,0.0,30.19006
IMG\center_2018_07_16_17_11_58_070.jpg,IMG\left_2018_07_16_17_11_58_070.jpg,IMG\right_2018_07_16_17_11_58_070.jpg,0.0,1.0,0.0,30.18979
IMG\center_2018_07_16_17_11_58_137.jpg,IMG\left_2018_07_16_17_11_58_137.jpg,IMG\right_2018_07_16_17_11_58_137.jpg,0.1,1.0,0.0,30.18692
IMG\center_2018_07_16_17_11_58_206.jpg,IMG\left_2018_07_16_17_11_58_206.jpg,IMG\right_2018_07_16_17_11_58_206.jpg,0.3,1.0,0.0,30.16927
IMG\center_2018_07_16_17_11_58_274.jpg,IMG\left_2018_07_16_17_11_58_274.jpg,IMG\right_2018_07_16_17_11_58_274.jpg,0.3113252,1.0,0.0,30.17415
IMG\center_2018_07_16_17_11_58_349.jpg,IMG\left_2018_07_16_17_11_58_349.jpg,IMG\right_2018_07_16_17_11_58_349.jpg,0.065304,1.0,0.0,30.19056
IMG\center_2018_07_16_17_11_58_421.jpg,IMG\left_2018_07_16_17_11_58_421.jpg,IMG\right_2018_07_16_17_11_58_421.jpg,0.0,1.0,0.0,30.18879
IMG\center_2018_07_16_17_11_58_493.jpg,IMG\left_2018_07_16_17_11_58_493.jpg,IMG\right_2018_07_16_17_11_58_493.jpg,0.0,1.0,0.0,30.19008
IMG\center_2018_07_16_17_11_58_560.jpg,IMG\left_2018_07_16_17_11_58_560.jpg,IMG\right_2018_07_16_17_11_58_560.jpg,0.0,1.0,0.0,30.19033
IMG\center_2018_07_16_17_11_58_631.jpg,IMG\left_2018_07_16_17_11_58_631.jpg,IMG\right_2018_07_16_17_11_58_631.jpg,0.0,1.0,0.0,30.19043
IMG\center_2018_07_16_17_11_58_701.jpg,IMG\left_2018_07_16_17_11_58_701.jpg,IMG\right_2018_07_16_17_11_58_701.jpg,0.0,1.0,0.0,30.19045
IMG\center_2018_07_16_17_11_58_770.jpg,IMG\left_2018_07_16_17_11_58_770.jpg,IMG\right_2018_07_16_17_11_58_770.jpg,0.0,1.0,0.0,30.19046
IMG\center_2018_07_16_17_11_58_837.jpg,IMG\left_2018_07_16_17_11_58_837.jpg,IMG\right_2018_07_16_17_11_58_837.jpg,0.0,1.0,0.0,30.19049
IMG\center_2018_07_16_17_11_58_905.jpg,IMG\left_2018_07_16_17_11_58_905.jpg,IMG\right_2018_07_16_17_11_58_905.jpg,0.0,1.0,0.0,30.19038
IMG\center_2018_07_16_17_11_58_976.jpg,IMG\left_2018_07_16_17_11_58_976.jpg,IMG\right_2018_07_16_17_11_58_976.jpg,0.0,1.0,0.0,30.19002
IMG\center_2018_07_16_17_11_59_048.jpg,IMG\left_2018_07_16_17_11_59_048.jpg,IMG\right_2018_07_16_17_11_59_048.jpg,0.0,1.0,0.0,30.19048
IMG\center_2018_07_16_17_11_59_117.jpg,IMG\left_2018_07_16_17_11_59_117.jpg,IMG\right_2018_07_16_17_11_59_117.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_11_59_188.jpg,IMG\left_2018_07_16_17_11_59_188.jpg,IMG\right_2018_07_16_17_11_59_188.jpg,0.0,1.0,0.0,30.19009
IMG\center_2018_07_16_17_11_59_259.jpg,IMG\left_2018_07_16_17_11_59_259.jpg,IMG\right_2018_07_16_17_11_59_259.jpg,0.0,1.0,0.0,30.19026
IMG\center_2018_07_16_17_11_59_329.jpg,IMG\left_2018_07_16_17_11_59_329.jpg,IMG\right_2018_07_16_17_11_59_329.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_11_59_399.jpg,IMG\left_2018_07_16_17_11_59_399.jpg,IMG\right_2018_07_16_17_11_59_399.jpg,0.0,1.0,0.0,30.19023
IMG\center_2018_07_16_17_11_59_469.jpg,IMG\left_2018_07_16_17_11_59_469.jpg,IMG\right_2018_07_16_17_11_59_469.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_59_542.jpg,IMG\left_2018_07_16_17_11_59_542.jpg,IMG\right_2018_07_16_17_11_59_542.jpg,-0.05,1.0,0.0,30.18972
IMG\center_2018_07_16_17_11_59_610.jpg,IMG\left_2018_07_16_17_11_59_610.jpg,IMG\right_2018_07_16_17_11_59_610.jpg,0.0,1.0,0.0,30.19017
IMG\center_2018_07_16_17_11_59_684.jpg,IMG\left_2018_07_16_17_11_59_684.jpg,IMG\right_2018_07_16_17_11_59_684.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_11_59_755.jpg,IMG\left_2018_07_16_17_11_59_755.jpg,IMG\right_2018_07_16_17_11_59_755.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_11_59_826.jpg,IMG\left_2018_07_16_17_11_59_826.jpg,IMG\right_2018_07_16_17_11_59_826.jpg,-0.05,1.0,0.0,30.18973
IMG\center_2018_07_16_17_11_59_893.jpg,IMG\left_2018_07_16_17_11_59_893.jpg,IMG\right_2018_07_16_17_11_59_893.jpg,-0.2,1.0,0.0,30.1799
IMG\center_2018_07_16_17_11_59_965.jpg,IMG\left_2018_07_16_17_11_59_965.jpg,IMG\right_2018_07_16_17_11_59_965.jpg,-0.0687021,1.0,0.0,30.19039
IMG\center_2018_07_16_17_12_00_035.jpg,IMG\left_2018_07_16_17_12_00_035.jpg,IMG\right_2018_07_16_17_12_00_035.jpg,0.0,1.0,0.0,30.18987
IMG\center_2018_07_16_17_12_00_106.jpg,IMG\left_2018_07_16_17_12_00_106.jpg,IMG\right_2018_07_16_17_12_00_106.jpg,0.0,1.0,0.0,30.19018
IMG\center_2018_07_16_17_12_00_177.jpg,IMG\left_2018_07_16_17_12_00_177.jpg,IMG\right_2018_07_16_17_12_00_177.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_12_00_245.jpg,IMG\left_2018_07_16_17_12_00_245.jpg,IMG\right_2018_07_16_17_12_00_245.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_00_312.jpg,IMG\left_2018_07_16_17_12_00_312.jpg,IMG\right_2018_07_16_17_12_00_312.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_00_379.jpg,IMG\left_2018_07_16_17_12_00_379.jpg,IMG\right_2018_07_16_17_12_00_379.jpg,-0.05,1.0,0.0,30.18978
IMG\center_2018_07_16_17_12_00_448.jpg,IMG\left_2018_07_16_17_12_00_448.jpg,IMG\right_2018_07_16_17_12_00_448.jpg,-0.25,1.0,0.0,30.17497
IMG\center_2018_07_16_17_12_00_518.jpg,IMG\left_2018_07_16_17_12_00_518.jpg,IMG\right_2018_07_16_17_12_00_518.jpg,-0.1221219,1.0,0.0,30.18941
IMG\center_2018_07_16_17_12_00_585.jpg,IMG\left_2018_07_16_17_12_00_585.jpg,IMG\right_2018_07_16_17_12_00_585.jpg,0.0,1.0,0.0,30.18946
IMG\center_2018_07_16_17_12_00_658.jpg,IMG\left_2018_07_16_17_12_00_658.jpg,IMG\right_2018_07_16_17_12_00_658.jpg,0.0,1.0,0.0,30.19007
IMG\center_2018_07_16_17_12_00_727.jpg,IMG\left_2018_07_16_17_12_00_727.jpg,IMG\right_2018_07_16_17_12_00_727.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_00_794.jpg,IMG\left_2018_07_16_17_12_00_794.jpg,IMG\right_2018_07_16_17_12_00_794.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_00_868.jpg,IMG\left_2018_07_16_17_12_00_868.jpg,IMG\right_2018_07_16_17_12_00_868.jpg,-0.15,1.0,0.0,30.18481
IMG\center_2018_07_16_17_12_00_938.jpg,IMG\left_2018_07_16_17_12_00_938.jpg,IMG\right_2018_07_16_17_12_00_938.jpg,-0.2333759,1.0,0.0,30.17808
IMG\center_2018_07_16_17_12_01_007.jpg,IMG\left_2018_07_16_17_12_01_007.jpg,IMG\right_2018_07_16_17_12_01_007.jpg,-0.001612199,1.0,0.0,30.18966
IMG\center_2018_07_16_17_12_01_078.jpg,IMG\left_2018_07_16_17_12_01_078.jpg,IMG\right_2018_07_16_17_12_01_078.jpg,0.0,1.0,0.0,30.18981
IMG\center_2018_07_16_17_12_01_152.jpg,IMG\left_2018_07_16_17_12_01_152.jpg,IMG\right_2018_07_16_17_12_01_152.jpg,0.0,1.0,0.0,30.19022
IMG\center_2018_07_16_17_12_01_222.jpg,IMG\left_2018_07_16_17_12_01_222.jpg,IMG\right_2018_07_16_17_12_01_222.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_01_294.jpg,IMG\left_2018_07_16_17_12_01_294.jpg,IMG\right_2018_07_16_17_12_01_294.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_01_363.jpg,IMG\left_2018_07_16_17_12_01_363.jpg,IMG\right_2018_07_16_17_12_01_363.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_01_438.jpg,IMG\left_2018_07_16_17_12_01_438.jpg,IMG\right_2018_07_16_17_12_01_438.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_01_511.jpg,IMG\left_2018_07_16_17_12_01_511.jpg,IMG\right_2018_07_16_17_12_01_511.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_01_581.jpg,IMG\left_2018_07_16_17_12_01_581.jpg,IMG\right_2018_07_16_17_12_01_581.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_01_654.jpg,IMG\left_2018_07_16_17_12_01_654.jpg,IMG\right_2018_07_16_17_12_01_654.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_01_727.jpg,IMG\left_2018_07_16_17_12_01_727.jpg,IMG\right_2018_07_16_17_12_01_727.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_01_801.jpg,IMG\left_2018_07_16_17_12_01_801.jpg,IMG\right_2018_07_16_17_12_01_801.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_01_873.jpg,IMG\left_2018_07_16_17_12_01_873.jpg,IMG\right_2018_07_16_17_12_01_873.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_01_945.jpg,IMG\left_2018_07_16_17_12_01_945.jpg,IMG\right_2018_07_16_17_12_01_945.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_02_016.jpg,IMG\left_2018_07_16_17_12_02_016.jpg,IMG\right_2018_07_16_17_12_02_016.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_02_087.jpg,IMG\left_2018_07_16_17_12_02_087.jpg,IMG\right_2018_07_16_17_12_02_087.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_12_02_158.jpg,IMG\left_2018_07_16_17_12_02_158.jpg,IMG\right_2018_07_16_17_12_02_158.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_02_231.jpg,IMG\left_2018_07_16_17_12_02_231.jpg,IMG\right_2018_07_16_17_12_02_231.jpg,-0.1,1.0,0.0,30.18765
IMG\center_2018_07_16_17_12_02_302.jpg,IMG\left_2018_07_16_17_12_02_302.jpg,IMG\right_2018_07_16_17_12_02_302.jpg,-0.25,1.0,0.0,30.17473
IMG\center_2018_07_16_17_12_02_372.jpg,IMG\left_2018_07_16_17_12_02_372.jpg,IMG\right_2018_07_16_17_12_02_372.jpg,-0.001676284,1.0,0.0,30.19003
IMG\center_2018_07_16_17_12_02_442.jpg,IMG\left_2018_07_16_17_12_02_442.jpg,IMG\right_2018_07_16_17_12_02_442.jpg,0.0,1.0,0.0,30.18981
IMG\center_2018_07_16_17_12_02_510.jpg,IMG\left_2018_07_16_17_12_02_510.jpg,IMG\right_2018_07_16_17_12_02_510.jpg,0.0,1.0,0.0,30.1902
IMG\center_2018_07_16_17_12_02_583.jpg,IMG\left_2018_07_16_17_12_02_583.jpg,IMG\right_2018_07_16_17_12_02_583.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_02_655.jpg,IMG\left_2018_07_16_17_12_02_655.jpg,IMG\right_2018_07_16_17_12_02_655.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_02_726.jpg,IMG\left_2018_07_16_17_12_02_726.jpg,IMG\right_2018_07_16_17_12_02_726.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_02_794.jpg,IMG\left_2018_07_16_17_12_02_794.jpg,IMG\right_2018_07_16_17_12_02_794.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_02_861.jpg,IMG\left_2018_07_16_17_12_02_861.jpg,IMG\right_2018_07_16_17_12_02_861.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_02_932.jpg,IMG\left_2018_07_16_17_12_02_932.jpg,IMG\right_2018_07_16_17_12_02_932.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_001.jpg,IMG\left_2018_07_16_17_12_03_001.jpg,IMG\right_2018_07_16_17_12_03_001.jpg,-0.05,1.0,0.0,30.18972
IMG\center_2018_07_16_17_12_03_072.jpg,IMG\left_2018_07_16_17_12_03_072.jpg,IMG\right_2018_07_16_17_12_03_072.jpg,-0.2350399,1.0,0.0,30.1765
IMG\center_2018_07_16_17_12_03_141.jpg,IMG\left_2018_07_16_17_12_03_141.jpg,IMG\right_2018_07_16_17_12_03_141.jpg,-0.05471313,1.0,0.0,30.19037
IMG\center_2018_07_16_17_12_03_211.jpg,IMG\left_2018_07_16_17_12_03_211.jpg,IMG\right_2018_07_16_17_12_03_211.jpg,0.0,1.0,0.0,30.18995
IMG\center_2018_07_16_17_12_03_282.jpg,IMG\left_2018_07_16_17_12_03_282.jpg,IMG\right_2018_07_16_17_12_03_282.jpg,0.0,1.0,0.0,30.1902
IMG\center_2018_07_16_17_12_03_351.jpg,IMG\left_2018_07_16_17_12_03_351.jpg,IMG\right_2018_07_16_17_12_03_351.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_03_419.jpg,IMG\left_2018_07_16_17_12_03_419.jpg,IMG\right_2018_07_16_17_12_03_419.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_487.jpg,IMG\left_2018_07_16_17_12_03_487.jpg,IMG\right_2018_07_16_17_12_03_487.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_554.jpg,IMG\left_2018_07_16_17_12_03_554.jpg,IMG\right_2018_07_16_17_12_03_554.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_621.jpg,IMG\left_2018_07_16_17_12_03_621.jpg,IMG\right_2018_07_16_17_12_03_621.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_690.jpg,IMG\left_2018_07_16_17_12_03_690.jpg,IMG\right_2018_07_16_17_12_03_690.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_758.jpg,IMG\left_2018_07_16_17_12_03_758.jpg,IMG\right_2018_07_16_17_12_03_758.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_827.jpg,IMG\left_2018_07_16_17_12_03_827.jpg,IMG\right_2018_07_16_17_12_03_827.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_897.jpg,IMG\left_2018_07_16_17_12_03_897.jpg,IMG\right_2018_07_16_17_12_03_897.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_03_968.jpg,IMG\left_2018_07_16_17_12_03_968.jpg,IMG\right_2018_07_16_17_12_03_968.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_04_037.jpg,IMG\left_2018_07_16_17_12_04_037.jpg,IMG\right_2018_07_16_17_12_04_037.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_04_104.jpg,IMG\left_2018_07_16_17_12_04_104.jpg,IMG\right_2018_07_16_17_12_04_104.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_04_173.jpg,IMG\left_2018_07_16_17_12_04_173.jpg,IMG\right_2018_07_16_17_12_04_173.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_04_244.jpg,IMG\left_2018_07_16_17_12_04_244.jpg,IMG\right_2018_07_16_17_12_04_244.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_04_314.jpg,IMG\left_2018_07_16_17_12_04_314.jpg,IMG\right_2018_07_16_17_12_04_314.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_04_384.jpg,IMG\left_2018_07_16_17_12_04_384.jpg,IMG\right_2018_07_16_17_12_04_384.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_04_455.jpg,IMG\left_2018_07_16_17_12_04_455.jpg,IMG\right_2018_07_16_17_12_04_455.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_04_525.jpg,IMG\left_2018_07_16_17_12_04_525.jpg,IMG\right_2018_07_16_17_12_04_525.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_04_593.jpg,IMG\left_2018_07_16_17_12_04_593.jpg,IMG\right_2018_07_16_17_12_04_593.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_04_665.jpg,IMG\left_2018_07_16_17_12_04_665.jpg,IMG\right_2018_07_16_17_12_04_665.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_04_732.jpg,IMG\left_2018_07_16_17_12_04_732.jpg,IMG\right_2018_07_16_17_12_04_732.jpg,-0.1,1.0,0.0,30.18767
IMG\center_2018_07_16_17_12_04_799.jpg,IMG\left_2018_07_16_17_12_04_799.jpg,IMG\right_2018_07_16_17_12_04_799.jpg,-0.1091861,1.0,0.0,30.18674
IMG\center_2018_07_16_17_12_04_871.jpg,IMG\left_2018_07_16_17_12_04_871.jpg,IMG\right_2018_07_16_17_12_04_871.jpg,0.0,1.0,0.0,30.19004
IMG\center_2018_07_16_17_12_04_941.jpg,IMG\left_2018_07_16_17_12_04_941.jpg,IMG\right_2018_07_16_17_12_04_941.jpg,0.0,1.0,0.0,30.19022
IMG\center_2018_07_16_17_12_05_011.jpg,IMG\left_2018_07_16_17_12_05_011.jpg,IMG\right_2018_07_16_17_12_05_011.jpg,0.0,1.0,0.0,30.19024
IMG\center_2018_07_16_17_12_05_084.jpg,IMG\left_2018_07_16_17_12_05_084.jpg,IMG\right_2018_07_16_17_12_05_084.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_05_154.jpg,IMG\left_2018_07_16_17_12_05_154.jpg,IMG\right_2018_07_16_17_12_05_154.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_05_226.jpg,IMG\left_2018_07_16_17_12_05_226.jpg,IMG\right_2018_07_16_17_12_05_226.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_05_301.jpg,IMG\left_2018_07_16_17_12_05_301.jpg,IMG\right_2018_07_16_17_12_05_301.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_05_374.jpg,IMG\left_2018_07_16_17_12_05_374.jpg,IMG\right_2018_07_16_17_12_05_374.jpg,0.0,1.0,0.0,30.19029
